from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839738_4_200424196781518,ATB:ServiceJourney:42_200424196845920_3_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839740_8_200424196781518,ATB:ServiceJourney:42_200424196845921_5_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839842_212_200424196781518,ATB:ServiceJourney:42_200424196845977_117_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839843_214_200424196781518,ATB:ServiceJourney:42_200424196845978_119_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839955_7040_200424196781518,ATB:ServiceJourney:42_200424196846051_7033_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839964_7058_200424196781518,ATB:ServiceJourney:42_200424196846060_7051_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839957_7044_200424196781518,ATB:ServiceJourney:42_200424196846053_7037_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839956_7042_200424196781518,ATB:ServiceJourney:42_200424196846052_7035_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839949_7028_200424196781518,ATB:ServiceJourney:42_200424196846045_7021_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839954_7038_200424196781518,ATB:ServiceJourney:42_200424196846050_7031_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839951_7032_200424196781518,ATB:ServiceJourney:42_200424196846047_7025_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839950_7030_200424196781518,ATB:ServiceJourney:42_200424196846046_7023_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839958_7046_200424196781518,ATB:ServiceJourney:42_200424196846054_7039_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839953_7036_200424196781518,ATB:ServiceJourney:42_200424196846049_7029_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839952_7034_200424196781518,ATB:ServiceJourney:42_200424196846048_7027_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839764_56_200424196781518,ATB:ServiceJourney:42_200424196845933_29_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839767_62_200424196781518,ATB:ServiceJourney:42_200424196845934_31_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839769_66_200424196781518,ATB:ServiceJourney:42_200424196845935_33_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839785_98_200424196781518,ATB:ServiceJourney:42_200424196845943_49_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839823_174_200424196781518,ATB:ServiceJourney:42_200424196845962_87_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839825_178_200424196781518,ATB:ServiceJourney:42_200424196845963_89_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839849_6008_200424196781518,ATB:ServiceJourney:42_200424196845983_6007_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839850_6010_200424196781518,ATB:ServiceJourney:42_200424196845984_6009_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839851_6012_200424196781518,ATB:ServiceJourney:42_200424196845985_6011_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839947_7024_200424196781518,ATB:ServiceJourney:42_200424196846043_7017_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839846_6002_200424196781518,ATB:ServiceJourney:42_200424196845980_6001_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839946_7022_200424196781518,ATB:ServiceJourney:42_200424196846042_7015_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839948_7026_200424196781518,ATB:ServiceJourney:42_200424196846044_7019_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839940_7010_200424196781518,ATB:ServiceJourney:42_200424196846036_7003_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839939_7008_200424196781518,ATB:ServiceJourney:42_200424196846035_7001_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839934_6178_200424196781518,ATB:ServiceJourney:42_200424196846032_6105_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839941_7012_200424196781518,ATB:ServiceJourney:42_200424196846037_7005_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839943_7016_200424196781518,ATB:ServiceJourney:42_200424196846039_7009_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839942_7014_200424196781518,ATB:ServiceJourney:42_200424196846038_7007_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839945_7020_200424196781518,ATB:ServiceJourney:42_200424196846041_7013_200424196781518,1,
NSR:Quay:73032,NSR:Quay:73032,,,ATB:ServiceJourney:3_200424196839944_7018_200424196781518,ATB:ServiceJourney:42_200424196846040_7011_200424196781518,1,
